kind,matsubara_index,temperature_K,q_magnitude,q_phi,nk,delta0,eta,deg_tol,denominator_mode,num_subspaces_minus,num_subspaces_plus,max_subspace_dimension_minus,max_subspace_dimension_plus,near_degenerate_group_count,eigenstate_overlap_offdiag_norm,eigenstate_overlap_diagonal_error,projector_overlap_error,projector_trace_defect,subspace_mixing_norm,unmatched_subspace_weight,possible_band_phase_or_order_issue,possible_true_subspace_mixing,near_degenerate_count,min_abs_energy_diff,near_degenerate_weight_raw,near_degenerate_weight_stable,denominator_regularization_delta,stable_denominator_changed_response_norm,stable_denominator_improves_continuity,error_to_local_sigma,error_to_K_para,error_to_K_total,error_to_K_total_over_omega,error_to_normal_kubo_sigma,best_match_component,small_q_relative_error,diagnostic_status,gauge_status,final_casimir_input,not_final_Casimir_conclusion,notes
normal,1,30.0,0.0001,0.0,6,0.04,0.0001,1e-08,raw,4,4,1,1,0,0.0010052661451325886,2.5215291532543205e-07,5.043057670350848e-07,1.3322676295501878e-15,0.0007101448912926448,0.0,False,False,0,4.674899206635885e-07,0.0,0.0,0.0,0.0,False,2.7721315275266534e-05,nan,nan,nan,2.7721315275266534e-05,local_sigma,2.7721315275266534e-05,small_q_continuity_candidate,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.0005,0.7853981634,8,0.04,0.0001,1e-07,stable,4,4,1,1,0,0.0014209226283579026,4.106918829460682e-07,8.213835972492589e-07,1.6653345369377348e-15,0.0009063021556288088,0.0,False,False,32,0.0,0.0,0.0,1.9532411530804358e-17,2.7753442067952566e-09,False,0.020480388551079712,nan,nan,nan,0.020480388551079712,local_sigma,0.020480388551079712,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.0005,0.7853981634,8,0.04,0.0001,1e-06,raw,4,4,1,1,0,0.0014209226283579026,4.106918829460682e-07,8.213835972492589e-07,1.6653345369377348e-15,0.0009063021556288088,0.0,False,False,32,0.0,0.0,0.0,1.9532411530804358e-17,2.7753442067952566e-09,False,0.02048039088194266,nan,nan,nan,0.02048039088194266,local_sigma,0.02048039088194266,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.0005,0.7853981634,8,0.04,0.0001,1e-06,stable,4,4,1,1,0,0.0014209226283579026,4.106918829460682e-07,8.213835972492589e-07,1.6653345369377348e-15,0.0009063021556288088,0.0,False,False,32,0.0,0.0,0.0,1.9532411530804358e-17,2.7753442067952566e-09,False,0.020480388551079712,nan,nan,nan,0.020480388551079712,local_sigma,0.020480388551079712,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.0,8,0.04,0.0001,1e-08,raw,4,4,1,1,0,0.002009488213778703,8.213840552162566e-07,1.6427674359720257e-06,1.7763568394002505e-15,0.0012817048936880951,0.0,False,False,0,1.9405106990166843e-06,0.0,0.0,0.0,5.492972927707384e-10,False,0.020480146621527393,nan,nan,nan,0.020480146621527393,local_sigma,0.020480146621527393,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.0,8,0.04,0.0001,1e-08,stable,4,4,1,1,0,0.002009488213778703,8.213840552162566e-07,1.6427674359720257e-06,1.7763568394002505e-15,0.0012817048936880951,0.0,False,False,0,1.9405106990166843e-06,0.0,0.0,0.0,5.492972927707384e-10,False,0.020480146210174324,nan,nan,nan,0.020480146210174324,local_sigma,0.020480146210174324,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.0,8,0.04,0.0001,1e-07,raw,4,4,1,1,0,0.002009488213778703,8.213840552162566e-07,1.6427674359720257e-06,1.7763568394002505e-15,0.0012817048936880951,0.0,False,False,0,1.9405106990166843e-06,0.0,0.0,0.0,5.492972927707384e-10,False,0.020480146621527393,nan,nan,nan,0.020480146621527393,local_sigma,0.020480146621527393,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.0,8,0.04,0.0001,1e-07,stable,4,4,1,1,0,0.002009488213778703,8.213840552162566e-07,1.6427674359720257e-06,1.7763568394002505e-15,0.0012817048936880951,0.0,False,False,0,1.9405106990166843e-06,0.0,0.0,0.0,5.492972927707384e-10,False,0.020480146210174324,nan,nan,nan,0.020480146210174324,local_sigma,0.020480146210174324,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.0,8,0.04,0.0001,1e-06,raw,4,4,1,1,0,0.002009488213778703,8.213840552162566e-07,1.6427674359720257e-06,1.7763568394002505e-15,0.0012817048936880951,0.0,False,False,0,1.9405106990166843e-06,0.0,0.0,0.0,5.492972927707384e-10,False,0.020480146621527393,nan,nan,nan,0.020480146621527393,local_sigma,0.020480146621527393,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.0,8,0.04,0.0001,1e-06,stable,4,4,1,1,0,0.002009488213778703,8.213840552162566e-07,1.6427674359720257e-06,1.7763568394002505e-15,0.0012817048936880951,0.0,False,False,0,1.9405106990166843e-06,0.0,0.0,0.0,5.492972927707384e-10,False,0.020480146210174324,nan,nan,nan,0.020480146210174324,local_sigma,0.020480146210174324,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-08,raw,4,4,1,1,0,0.0028418419468260792,1.6427640154859091e-06,3.2855253323527123e-06,1.6653345369377348e-15,0.0018126018130206684,0.0,False,False,32,0.0,0.0,0.0,2.9298407526309053e-17,5.572634405491362e-09,False,0.020480151454721575,nan,nan,nan,0.020480151454721575,local_sigma,0.020480151454721575,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-08,stable,4,4,1,1,0,0.0028418419468260792,1.6427640154859091e-06,3.2855253323527123e-06,1.6653345369377348e-15,0.0018126018130206684,0.0,False,False,32,0.0,0.0,0.0,2.9298407526309053e-17,5.572634405491362e-09,False,0.020480146211050872,nan,nan,nan,0.020480146211050872,local_sigma,0.020480146211050872,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-07,raw,4,4,1,1,0,0.0028418419468260792,1.6427640154859091e-06,3.2855253323527123e-06,1.6653345369377348e-15,0.0018126018130206684,0.0,False,False,32,0.0,0.0,0.0,2.9298407526309053e-17,5.572634405491362e-09,False,0.020480151454721575,nan,nan,nan,0.020480151454721575,local_sigma,0.020480151454721575,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-07,stable,4,4,1,1,0,0.0028418419468260792,1.6427640154859091e-06,3.2855253323527123e-06,1.6653345369377348e-15,0.0018126018130206684,0.0,False,False,32,0.0,0.0,0.0,2.9298407526309053e-17,5.572634405491362e-09,False,0.020480146211050872,nan,nan,nan,0.020480146211050872,local_sigma,0.020480146211050872,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-06,raw,4,4,1,1,0,0.0028418419468260792,1.6427640154859091e-06,3.2855253323527123e-06,1.6653345369377348e-15,0.0018126018130206684,0.0,False,False,32,0.0,0.0,0.0,2.9298407526309053e-17,5.572634405491362e-09,False,0.020480151454721575,nan,nan,nan,0.020480151454721575,local_sigma,0.020480151454721575,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.001,0.7853981634,8,0.04,0.0001,1e-06,stable,4,4,1,1,0,0.0028418419468260792,1.6427640154859091e-06,3.2855253323527123e-06,1.6653345369377348e-15,0.0018126018130206684,0.0,False,False,32,0.0,0.0,0.0,2.9298407526309053e-17,5.572634405491362e-09,False,0.020480146211050872,nan,nan,nan,0.020480146211050872,local_sigma,0.020480146211050872,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.0,8,0.04,0.0001,1e-08,raw,4,4,1,1,0,0.010047366847087113,2.0534422882745318e-05,4.106842410278588e-05,1.3322676295501878e-15,0.006408465034816575,0.0,True,False,0,9.70181729742503e-06,0.0,0.0,0.0,0.0,False,0.020472391948731943,nan,nan,nan,0.020472391948731943,local_sigma,0.020472391948731943,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.0,8,0.04,0.0001,1e-08,stable,4,4,1,1,0,0.010047366847087113,2.0534422882745318e-05,4.106842410278588e-05,1.3322676295501878e-15,0.006408465034816575,0.0,True,False,0,9.70181729742503e-06,0.0,0.0,0.0,0.0,False,0.020472391948731943,nan,nan,nan,0.020472391948731943,local_sigma,0.020472391948731943,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.0,8,0.04,0.0001,1e-07,raw,4,4,1,1,0,0.010047366847087113,2.0534422882745318e-05,4.106842410278588e-05,1.3322676295501878e-15,0.006408465034816575,0.0,True,False,0,9.70181729742503e-06,0.0,0.0,0.0,0.0,False,0.020472391948731943,nan,nan,nan,0.020472391948731943,local_sigma,0.020472391948731943,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.0,8,0.04,0.0001,1e-07,stable,4,4,1,1,0,0.010047366847087113,2.0534422882745318e-05,4.106842410278588e-05,1.3322676295501878e-15,0.006408465034816575,0.0,True,False,0,9.70181729742503e-06,0.0,0.0,0.0,0.0,False,0.020472391948731943,nan,nan,nan,0.020472391948731943,local_sigma,0.020472391948731943,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.0,8,0.04,0.0001,1e-06,raw,4,4,1,1,0,0.010047366847087113,2.0534422882745318e-05,4.106842410278588e-05,1.3322676295501878e-15,0.006408465034816575,0.0,True,False,0,9.70181729742503e-06,0.0,0.0,0.0,0.0,False,0.020472391948731943,nan,nan,nan,0.020472391948731943,local_sigma,0.020472391948731943,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.0,8,0.04,0.0001,1e-06,stable,4,4,1,1,0,0.010047366847087113,2.0534422882745318e-05,4.106842410278588e-05,1.3322676295501878e-15,0.006408465034816575,0.0,True,False,0,9.70181729742503e-06,0.0,0.0,0.0,0.0,False,0.020472391948731943,nan,nan,nan,0.020472391948731943,local_sigma,0.020472391948731943,likely_gauge_or_band_order_rotation;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.7853981634,8,0.04,0.0001,1e-08,raw,4,4,1,1,0,0.014208680188059682,4.106628755606856e-05,8.213088867226048e-05,1.5543122344752192e-15,0.009062609374345368,0.0,True,False,32,5.551115123125783e-16,0.0,0.0,1.0414825124683379e-16,0.0,False,0.020472392496560292,nan,nan,nan,0.020472392496560292,local_sigma,0.020472392496560292,likely_gauge_or_band_order_rotation;near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.7853981634,8,0.04,0.0001,1e-08,stable,4,4,1,1,0,0.014208680188059682,4.106628755606856e-05,8.213088867226048e-05,1.5543122344752192e-15,0.009062609374345368,0.0,True,False,32,5.551115123125783e-16,0.0,0.0,1.0414825124683379e-16,0.0,False,0.020472392496560292,nan,nan,nan,0.020472392496560292,local_sigma,0.020472392496560292,likely_gauge_or_band_order_rotation;near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.7853981634,8,0.04,0.0001,1e-07,raw,4,4,1,1,0,0.014208680188059682,4.106628755606856e-05,8.213088867226048e-05,1.5543122344752192e-15,0.009062609374345368,0.0,True,False,32,5.551115123125783e-16,0.0,0.0,1.0414825124683379e-16,0.0,False,0.020472392496560292,nan,nan,nan,0.020472392496560292,local_sigma,0.020472392496560292,likely_gauge_or_band_order_rotation;near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.7853981634,8,0.04,0.0001,1e-07,stable,4,4,1,1,0,0.014208680188059682,4.106628755606856e-05,8.213088867226048e-05,1.5543122344752192e-15,0.009062609374345368,0.0,True,False,32,5.551115123125783e-16,0.0,0.0,1.0414825124683379e-16,0.0,False,0.020472392496560292,nan,nan,nan,0.020472392496560292,local_sigma,0.020472392496560292,likely_gauge_or_band_order_rotation;near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.7853981634,8,0.04,0.0001,1e-06,raw,4,4,1,1,0,0.014208680188059682,4.106628755606856e-05,8.213088867226048e-05,1.5543122344752192e-15,0.009062609374345368,0.0,True,False,32,5.551115123125783e-16,0.0,0.0,1.0414825124683379e-16,0.0,False,0.020472392496560292,nan,nan,nan,0.020472392496560292,local_sigma,0.020472392496560292,likely_gauge_or_band_order_rotation;near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
normal,1,30.0,0.005,0.7853981634,8,0.04,0.0001,1e-06,stable,4,4,1,1,0,0.014208680188059682,4.106628755606856e-05,8.213088867226048e-05,1.5543122344752192e-15,0.009062609374345368,0.0,True,False,32,5.551115123125783e-16,0.0,0.0,1.0414825124683379e-16,0.0,False,0.020472392496560292,nan,nan,nan,0.020472392496560292,local_sigma,0.020472392496560292,likely_gauge_or_band_order_rotation;near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.0,6,0.04,0.0001,1e-08,raw,8,8,1,1,0,0.0014386988907269865,2.581599763962217e-07,5.163198861790619e-07,2.220446049250313e-15,0.0007185540229605915,0.0,False,False,0,9.81168927216558e-07,0.0,0.0,0.0,0.0,False,0.6313449184365624,60.56388099436365,21.695837463820748,0.6313449184365624,nan,local_sigma,0.6313449184365624,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.0,6,0.04,0.0001,1e-08,stable,8,8,1,1,0,0.0014386988907269865,2.581599763962217e-07,5.163198861790619e-07,2.220446049250313e-15,0.0007185540229605915,0.0,False,False,0,9.81168927216558e-07,0.0,0.0,0.0,0.0,False,0.6313449184365624,60.56388099436365,21.695837463820748,0.6313449184365624,nan,local_sigma,0.6313449184365624,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.0,6,0.04,0.0001,1e-07,raw,8,8,1,1,0,0.0014386988907269865,2.581599763962217e-07,5.163198861790619e-07,2.220446049250313e-15,0.0007185540229605915,0.0,False,False,0,9.81168927216558e-07,0.0,0.0,0.0,0.0,False,0.6313449184365624,60.56388099436365,21.695837463820748,0.6313449184365624,nan,local_sigma,0.6313449184365624,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.0,6,0.04,0.0001,1e-07,stable,8,8,1,1,0,0.0014386988907269865,2.581599763962217e-07,5.163198861790619e-07,2.220446049250313e-15,0.0007185540229605915,0.0,False,False,0,9.81168927216558e-07,0.0,0.0,0.0,0.0,False,0.6313449184365624,60.56388099436365,21.695837463820748,0.6313449184365624,nan,local_sigma,0.6313449184365624,small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.0,6,0.04,0.0001,1e-06,raw,8,8,1,1,0,0.0014386988907269865,2.581599763962217e-07,5.163198861790619e-07,2.220446049250313e-15,0.0007185540229605915,0.0,False,False,8,9.81168927216558e-07,0.0,0.0,1.3109100806284872e-94,0.0,False,0.6313449184365624,60.56388099436365,21.695837463820748,0.6313449184365624,nan,local_sigma,0.6313449184365624,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.0,6,0.04,0.0001,1e-06,stable,8,8,1,1,0,0.0014386988907269865,2.581599763962217e-07,5.163198861790619e-07,2.220446049250313e-15,0.0007185540229605915,0.0,False,False,8,9.81168927216558e-07,0.0,0.0,1.3109100806284872e-94,0.0,False,0.6313449184365624,60.56388099436365,21.695837463820748,0.6313449184365624,nan,local_sigma,0.6313449184365624,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.7853981634,6,0.04,0.0001,1e-08,raw,8,8,1,1,0,0.002034302027120894,5.163192895452084e-07,1.032638312636891e-06,1.9984014443252818e-15,0.0010161881276756007,0.0,False,False,48,0.0,0.0,0.0,2.0974980401715077e-25,0.0,False,0.6313449184365628,60.563880994363565,21.695837463820716,0.6313449184365628,nan,local_sigma,0.6313449184365628,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.7853981634,6,0.04,0.0001,1e-08,stable,8,8,1,1,0,0.002034302027120894,5.163192895452084e-07,1.032638312636891e-06,1.9984014443252818e-15,0.0010161881276756007,0.0,False,False,48,0.0,0.0,0.0,2.0974980401715077e-25,0.0,False,0.6313449184365628,60.563880994363565,21.695837463820716,0.6313449184365628,nan,local_sigma,0.6313449184365628,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.7853981634,6,0.04,0.0001,1e-07,raw,8,8,1,1,0,0.002034302027120894,5.163192895452084e-07,1.032638312636891e-06,1.9984014443252818e-15,0.0010161881276756007,0.0,False,False,48,0.0,0.0,0.0,2.0974980401715077e-25,0.0,False,0.6313449184365628,60.563880994363565,21.695837463820716,0.6313449184365628,nan,local_sigma,0.6313449184365628,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.7853981634,6,0.04,0.0001,1e-07,stable,8,8,1,1,0,0.002034302027120894,5.163192895452084e-07,1.032638312636891e-06,1.9984014443252818e-15,0.0010161881276756007,0.0,False,False,48,0.0,0.0,0.0,2.0974980401715077e-25,0.0,False,0.6313449184365628,60.563880994363565,21.695837463820716,0.6313449184365628,nan,local_sigma,0.6313449184365628,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
spm,1,30.0,0.0001,0.7853981634,6,0.04,0.0001,1e-06,raw,8,8,1,1,0,0.002034302027120894,5.163192895452084e-07,1.032638312636891e-06,1.9984014443252818e-15,0.0010161881276756007,0.0,False,False,48,0.0,0.0,0.0,2.0974980401715077e-25,0.0,False,0.6313449184365628,60.563880994363565,21.695837463820716,0.6313449184365628,nan,local_sigma,0.6313449184365628,near_degenerate_denominator_present;small_q_continuity_not_repaired,prototype_not_ward_verified,False,True,finite-q subspace / denominator repair diagnostic | projector diagnostics are not used to overwrite the response | stable denominator uses Fermi derivative only for near-degenerate occupation differences | no near-degenerate terms are skipped in stable mode | final_casimir_input=False | not a final Casimir torque conclusion
